label,text,urls,sender,spfrecord,text_length,word_count,avg_words_per_sentence,suspicious_word_count,urgency_score,exclamation_count,caps_ratio,money_mentions,personal_info_requests,sender_domain_suspicious,sender_tld,sender_domain_length,sender_domain_spoofed,url_count,suspicious_url,url_shortener,url_ip_address,url_suspicious_tld,timestamp,day_of_week,hour_sent,email_client,dkim_valid,dmarc_pass,priority,message_size_bytes
legit,"Interest of ¥5,000 credited to your Japan_Post account",none,noreply@japan_post.fr,pass,54,8,8.0,1,0,0,0.056,1,0,True,.fr,13,False,0,False,False,False,False,2025-06-29 13:38:27,Sunday,13,Outlook,True,True,normal,4525
phishing,"LEGAL ACTION: Rosstat violation detected! Pay ₽15,000",urgent-rosbank.evil,security@fake-rosbank.com,fail,53,7,7.0,0,0,1,0.245,1,0,True,.com,16,True,1,True,False,False,False,2025-09-05 09:15:27,Friday,9,Unknown,False,False,high,2959
legit,Auto-pay set up for Internet via Zelle,nedbank.au,noreply@nedbank.co.uk,pass,38,7,7.0,0,0,0,0.079,0,0,True,.uk,13,False,1,False,False,False,False,2025-05-15 15:55:27,Thursday,15,Gmail,True,True,low,5000
legit,Your Passport_Japan profile has been updated successfully,none,noreply@japan_post.jp,pass,57,7,7.0,1,0,0,0.053,0,0,True,.jp,13,False,0,False,False,False,False,2025-04-27 12:36:27,Sunday,12,Yahoo Mail,True,True,normal,2860
legit,Cheque book request approved for HSBC_Singapore account ****4841,hsbc_singapore.au,noreply@hsbc_singapore.co.uk,pass,64,8,8.0,1,0,0,0.094,0,0,True,.uk,20,False,1,False,False,False,False,2025-06-22 17:59:27,Sunday,17,Yahoo Mail,False,True,low,2015
legit,Debit card ending 1027 expires on 10/25,capitalone.jp,noreply@capitalone.in,pass,39,7,7.0,1,1,0,0.026,0,0,True,.in,13,False,1,False,False,False,False,2025-08-28 15:39:27,Thursday,15,Outlook,False,True,normal,4017
phishing,Your Vontobel card expires today! Renew immediately or lose access,urgent-vontobel.illegit,security@fake-vontobel.com,fail,66,10,10.0,2,2,1,0.045,0,0,True,.com,17,True,1,False,False,False,False,2025-08-28 10:18:27,Thursday,10,Unknown,False,False,low,1452
phishing,"CRYPTO BOOM: Turn $50,000 into $100,000 guaranteed",urgent-usbank.bad,security@fake-usbank.com,fail,50,7,7.0,0,0,0,0.22,2,0,True,.com,15,True,1,True,False,False,False,2025-07-21 13:17:27,Monday,13,Gmail,False,False,normal,508
legit,"Bill payment of AED5,000 successful via CashApp",none,noreply@cbd.de,pass,47,7,7.0,0,0,0,0.128,0,0,True,.de,6,False,0,False,False,False,False,2025-04-08 12:43:27,Tuesday,12,Outlook,True,False,normal,1729
legit,Cloud storage sync completed,none,noreply@sberbank.co.uk,pass,28,4,4.0,0,0,0,0.036,0,0,True,.uk,14,False,0,False,False,False,False,2025-05-11 08:31:27,Sunday,8,Gmail,False,True,normal,6996
legit,"Fixed deposit of R10,000 has matured in your FirstRand account",firstrand.org,noreply@firstrand.de,pass,62,10,10.0,1,0,0,0.065,0,0,True,.de,12,False,1,False,False,False,False,2025-06-28 14:56:27,Saturday,14,Apple Mail,False,True,low,5308
phishing,SNAP SUSPENDED! Reactivate within 18 hours or lose benefits,urgent-credit_suisse.bad,security@fake-credit_suisse.com,fail,59,9,9.0,1,0,1,0.237,0,0,True,.com,22,True,1,True,False,False,False,2025-07-28 11:30:27,Monday,11,Unknown,False,False,normal,1470
legit,"SIP of ¥50,000 deducted for Emerging_Markets",resona.gov,noreply@resona.org,pass,44,6,6.0,0,0,0,0.114,1,0,False,.org,10,False,1,False,False,False,False,2025-07-14 11:55:27,Monday,11,Apple Mail,False,True,normal,5442
phishing,IRS SUSPENDED! Reactivate within 29 hours or lose benefits,update-santander_mexico.bogus,security@fake-santander_mexico.com,fail,58,9,9.0,1,0,1,0.224,0,0,True,.com,25,True,1,False,False,False,False,2025-07-07 01:17:27,Monday,1,Unknown,False,False,normal,993
phishing,SECURITY BREACH: Credit_Mutuel customer data compromised! Secure your account,update-credit_mutuel.suspicious,security@fake-credit_mutuel.com,fail,77,9,9.0,2,0,1,0.221,0,0,True,.com,22,True,1,True,False,False,False,2025-09-06 16:46:27,Saturday,16,Unknown,True,True,high,878
legit,Your TV_Licence profile has been updated successfully,nationwide.in,noreply@nationwide.co.uk,pass,53,7,7.0,1,0,0,0.075,0,0,True,.uk,16,False,1,False,False,False,False,2025-06-25 09:00:27,Wednesday,9,Outlook,False,True,low,1749
legit,Security alert: Amazon_Pay accessed from new device,azteca.co.uk,noreply@azteca.fr,pass,51,7,7.0,1,0,0,0.059,0,0,True,.fr,9,False,1,False,False,False,False,2025-04-16 14:17:27,Wednesday,14,Yahoo Mail,False,True,normal,1900
legit,USCIS notification: New update available,morganstanley.de,noreply@morganstanley.org,pass,40,5,5.0,1,0,0,0.15,0,0,False,.org,17,False,1,False,False,False,False,2025-07-11 15:32:27,Friday,15,Yahoo Mail,False,True,normal,1112
legit,Monthly statement for CashApp is ready,bnp_paribas.au,noreply@bnp_paribas.jp,pass,38,6,6.0,0,0,0,0.079,0,0,True,.jp,14,False,1,False,False,False,False,2025-06-30 12:35:27,Monday,12,Apple Mail,False,False,normal,6261
phishing,"Mercado_Pago cashback of R$2,500 expires today",secure-safra.scam,security@fake-safra.com,fail,46,6,6.0,1,1,0,0.065,1,0,True,.com,14,True,1,True,False,False,False,2025-05-24 11:35:27,Saturday,11,Unknown,True,False,high,2243
legit,Your trading account statement is ready,morganstanley.org,noreply@morganstanley.gov,pass,39,6,6.0,1,0,0,0.026,0,0,False,.gov,17,False,1,False,False,False,False,2025-05-29 14:32:27,Thursday,14,Outlook,True,True,high,2083
legit,Your investment portfolio summary for March 2023,none,noreply@commerzbank.edu,pass,48,7,7.0,0,0,0,0.042,0,0,False,.edu,15,False,0,False,False,False,False,2025-05-02 16:50:27,Friday,16,Gmail,False,True,normal,2046
phishing,"STOCK TIP: META will rise 152%! Invest £50,000 now",secure-lloyds.illegit,security@fake-lloyds.com,fail,50,9,9.0,0,0,1,0.26,1,0,True,.com,15,True,1,False,False,False,False,2025-04-25 14:20:27,Friday,14,Unknown,True,False,low,1893
legit,Security alert: Zelle accessed from new device,credit_suisse.jp,noreply@credit_suisse.org,pass,46,7,7.0,1,0,0,0.043,0,0,False,.org,17,False,1,False,False,False,False,2025-05-19 16:14:27,Monday,16,Unknown,True,False,normal,7804
phishing,TECH SUPPORT: Your laptop needs immediate attention,secure-federal.bad,security@fake-federal.com,fail,51,7,7.0,1,1,0,0.235,0,0,True,.com,16,True,1,True,False,False,False,2025-05-16 05:33:27,Friday,5,Unknown,False,False,normal,2749
phishing,"REAL ESTATE: Philadelphia prices will double! Invest S$25,000",alert-citibank_singapore.suspicious,security@fake-citibank_singapore.com,fail,61,8,8.0,0,0,1,0.213,1,0,True,.com,27,True,1,True,False,False,False,2025-07-02 04:41:27,Wednesday,4,Gmail,False,False,normal,781
legit,Annual Emirates_ID report for 2025 is ready,standard_chartered_uae.de,noreply@standard_chartered_uae.gov,pass,43,7,7.0,0,0,0,0.093,0,0,False,.gov,26,False,1,False,False,False,False,2025-04-02 12:51:27,Wednesday,12,Thunderbird,False,True,normal,4823
legit,La_Banque_Postale mobile banking PIN changed successfully,la_banque_postale.in,noreply@la_banque_postale.in,pass,57,6,6.0,0,0,0,0.105,0,1,True,.in,20,False,1,False,False,False,False,2025-06-15 09:14:27,Sunday,9,Gmail,False,True,normal,3986
phishing,CRA benefits CANCELLED! Restore within 20 January 2025,update-desjardins.fake,security@fake-desjardins.com,fail,54,8,8.0,0,0,1,0.259,0,0,True,.com,19,True,1,True,False,False,False,2025-03-30 15:55:27,Sunday,15,Outlook,False,True,high,2531
legit,"ADGOV refund of AED5,000 is being processed",none,noreply@cbd.com,pass,43,7,7.0,0,0,0,0.186,0,0,False,.com,7,False,0,False,False,False,False,2025-06-24 14:43:27,Tuesday,14,Gmail,False,False,normal,2005
phishing,Caixa SUSPENDED! Reactivate within 10 hours or lose benefits,alert-inter.malicious,security@fake-inter.com,fail,60,9,9.0,1,0,1,0.183,0,0,True,.com,14,True,1,True,False,False,False,2025-09-02 00:07:27,Tuesday,0,Unknown,False,False,normal,2814
phishing,FRAUD ALERT: Someone accessed your RAKBANK account from Frankfurt,verify-rakbank.bad,security@fake-rakbank.com,fail,65,9,9.0,2,0,0,0.292,0,0,True,.com,16,True,1,True,False,False,False,2025-08-16 01:30:27,Saturday,1,Gmail,True,False,normal,1244
phishing,Revenue_Service NOTICE: Pay R500 penalty immediately,secure-capitec.fake,security@fake-capitec.com,fail,52,6,6.0,1,1,0,0.192,0,0,True,.com,16,True,1,True,False,False,False,2025-04-17 15:10:27,Thursday,15,Gmail,False,False,normal,901
phishing,"LEGAL ACTION: Receita_Federal violation detected! Pay R$12,500",alert-caixa.bad,security@fake-caixa.com,fail,62,7,7.0,0,0,1,0.242,1,0,True,.com,14,True,1,True,False,False,False,2025-06-16 04:57:27,Monday,4,Unknown,False,False,normal,1538
legit,Annual investment report for 2023 is available,none,noreply@aozora.com,pass,46,7,7.0,0,0,0,0.022,0,0,False,.com,10,False,0,False,False,False,False,2025-05-18 09:45:27,Sunday,9,Outlook,True,True,high,4018
legit,"Your investment goal of £10,000 is 38% complete",santander.jp,noreply@santander.edu,pass,47,8,8.0,0,0,0,0.021,1,0,False,.edu,13,False,1,False,False,False,False,2025-04-08 11:39:27,Tuesday,11,Apple Mail,True,True,low,3521
phishing,Central_Bank Notice: Your ADCB account requires immediate verification,update-adcb.illegit,security@fake-adcb.com,fail,70,8,8.0,2,1,0,0.114,0,0,True,.com,13,True,1,False,False,False,False,2025-03-18 12:24:27,Tuesday,12,Unknown,True,False,normal,557
legit,Annual Standesamt report for 2023 is ready,none,noreply@ing_germany.com,pass,42,7,7.0,0,0,0,0.048,0,0,False,.com,15,False,0,False,False,False,False,2025-08-01 12:50:27,Friday,12,Yahoo Mail,True,False,low,3874
phishing,"REAL ESTATE: Wuhan prices will double! Invest ¥5,000,000",alert-bank_of_china.fake,security@fake-bank_of_china.com,fail,56,8,8.0,0,0,1,0.214,1,0,True,.com,22,True,1,True,False,False,False,2025-05-30 10:26:27,Friday,10,Gmail,False,False,high,1341
legit,"Your TDBank loan EMI of $5,000 has been processed",tdbank.de,noreply@tdbank.co.uk,pass,49,9,9.0,0,0,0,0.143,1,0,True,.uk,12,False,1,False,False,False,False,2025-07-04 14:15:27,Friday,14,Outlook,False,True,normal,5542
legit,System maintenance scheduled for 25/8/2024,standard_chartered_uae.org,noreply@standard_chartered_uae.edu,pass,42,5,5.0,0,0,0,0.024,0,0,False,.edu,26,False,1,False,False,False,False,2025-05-02 14:36:27,Friday,14,Thunderbird,True,True,normal,4196
phishing,Customs SUSPENDED! Reactivate within 24 hours or lose benefits,secure-china_citic.bad,security@fake-china_citic.com,fail,62,9,9.0,1,0,1,0.177,0,0,True,.com,20,True,1,True,False,False,False,2025-09-03 04:44:27,Wednesday,4,Yahoo Mail,False,False,high,1057
legit,IRS document is ready for collection,none,noreply@morganstanley.au,pass,36,6,6.0,0,0,0,0.083,0,0,True,.au,16,False,0,False,False,False,False,2025-07-22 16:38:27,Tuesday,16,Thunderbird,False,False,normal,7922
phishing,IMMIGRATION ALERT: FSS status expired! Renew immediately,update-gazprombank.illegit,security@fake-gazprombank.com,fail,56,7,7.0,2,1,1,0.357,0,0,True,.com,20,True,1,False,False,False,False,2025-06-30 23:09:27,Monday,23,Unknown,False,False,normal,1435
legit,Security settings updated successfully,none,noreply@goldmansachs.edu,pass,38,4,4.0,1,0,0,0.026,0,0,False,.edu,16,False,0,False,False,False,False,2025-07-12 15:18:27,Saturday,15,Yahoo Mail,False,True,normal,1127
legit,ACCC notification: New update available,westpac.fr,noreply@westpac.de,pass,39,5,5.0,1,0,0,0.128,0,0,True,.de,10,False,1,False,False,False,False,2025-05-26 17:52:27,Monday,17,Gmail,True,True,normal,4990
phishing,"PayPal_Brasil cashback of R$2,500 expires today",secure-itau.phish,security@fake-itau.com,fail,47,6,6.0,1,1,0,0.085,1,0,True,.com,13,True,1,True,False,False,False,2025-06-16 03:45:27,Monday,3,Outlook,True,False,normal,2684
phishing,COURT ORDER: La_Banque_Postale account frozen! Appeal within 24 hours,urgent-la_banque_postale.fake,security@fake-la_banque_postale.com,fail,69,9,9.0,2,0,1,0.203,0,0,True,.com,26,True,1,True,False,False,False,2025-05-05 15:50:27,Monday,15,Outlook,False,False,normal,666
legit,Software update available for Adobe,vontobel.co.uk,noreply@vontobel.edu,pass,35,5,5.0,1,0,0,0.057,0,0,False,.edu,12,False,1,False,False,False,False,2025-03-12 10:23:27,Wednesday,10,Unknown,True,True,normal,5163
legit,System maintenance scheduled for 17/12/2024,axis.org,noreply@axis.gov,pass,43,5,5.0,0,0,0,0.023,0,0,False,.gov,8,False,1,False,False,False,False,2025-08-29 15:29:27,Friday,15,Thunderbird,False,True,low,3034
phishing,SECURITY BREACH: Santander_Mexico customer data compromised! Secure your account,verify-santander_mexico.evil,security@fake-santander_mexico.com,fail,80,9,9.0,2,0,1,0.212,0,0,True,.com,25,True,1,True,False,False,False,2025-09-05 12:32:27,Friday,12,Gmail,False,False,normal,1510
legit,"Cashplus transaction limit updated to £25,000",nationwide.de,noreply@nationwide.com,pass,45,6,6.0,1,0,0,0.022,1,0,False,.com,14,False,1,False,False,False,False,2025-06-14 15:34:27,Saturday,15,Unknown,False,False,high,5914
legit,Your trading account statement is ready,icbc.com,noreply@icbc.jp,pass,39,6,6.0,1,0,0,0.026,0,0,True,.jp,7,False,1,False,False,False,False,2025-04-16 11:07:27,Wednesday,11,Gmail,False,True,normal,4406
phishing,FINAL NOTICE: Update your Postbank details or face closure,verify-postbank.evil,security@fake-postbank.com,fail,58,9,9.0,1,0,0,0.224,0,0,True,.com,17,True,1,True,False,False,False,2025-06-19 03:34:27,Thursday,3,Yahoo Mail,True,False,normal,2994
phishing,macOS ACTIVATION FAILED: Reactivate within 22 days,alert-pnc.bad,security@fake-pnc.com,fail,50,7,7.0,0,0,0,0.38,0,0,True,.com,12,True,1,True,False,False,False,2025-06-07 11:54:27,Saturday,11,Unknown,False,True,normal,1376
phishing,FRAUD ALERT: Someone accessed your African_Bank account from Moscow,urgent-african_bank.fake,security@fake-african_bank.com,fail,67,9,9.0,2,0,0,0.209,0,0,True,.com,21,True,1,True,False,False,False,2025-08-10 11:29:27,Sunday,11,Unknown,False,False,normal,848
legit,System maintenance scheduled for 18/11/2024,none,noreply@itau.au,pass,43,5,5.0,0,0,0,0.023,0,0,True,.au,7,False,0,False,False,False,False,2025-08-09 14:28:27,Saturday,14,Gmail,True,False,normal,3472
legit,"SIP of $5,000 deducted for Tech_Fund",targobank.org,noreply@targobank.de,pass,36,6,6.0,0,0,0,0.139,1,0,True,.de,12,False,1,False,False,False,False,2025-06-11 15:55:27,Wednesday,15,Outlook,True,True,normal,4622
phishing,SECURITY BREACH: Your laptop is compromised! Secure now,alert-inbursa.phish,security@fake-inbursa.com,fail,55,8,8.0,1,0,1,0.291,0,0,True,.com,16,True,1,True,False,False,False,2025-06-11 14:03:27,Wednesday,14,Gmail,False,False,normal,2410
phishing,COURT ORDER: Safra account frozen! Appeal within 24 hours,secure-safra.malicious,security@fake-safra.com,fail,57,9,9.0,2,0,1,0.211,0,0,True,.com,14,True,1,True,False,False,False,2025-07-10 16:15:27,Thursday,16,Gmail,False,False,high,700
legit,Inter mobile banking PIN changed successfully,inter.in,noreply@inter.com,pass,45,6,6.0,0,0,0,0.089,0,1,False,.com,9,False,1,False,False,False,False,2025-04-27 16:56:27,Sunday,16,Outlook,True,True,normal,1778
legit,"Sumitomo_Mitsui credit card bill of ¥5,000 is due on 11/5/2024",sumitomo_mitsui.in,noreply@sumitomo_mitsui.de,pass,62,10,10.0,0,0,0,0.032,1,1,True,.de,18,False,1,False,False,False,False,2025-03-11 09:02:27,Tuesday,9,Outlook,False,True,low,3384
phishing,YOUR smartphone WARRANTY EXPIRED: Extend now or lose coverage,verify-santander.scam,security@fake-santander.com,fail,61,9,9.0,0,0,0,0.328,0,0,True,.com,18,True,1,True,False,False,False,2025-03-30 14:26:27,Sunday,14,Unknown,False,False,high,1685
legit,"Bill payment of $10,000 successful via PayPal",none,noreply@hsbc_france.org,pass,45,7,7.0,0,0,0,0.067,1,0,False,.org,15,False,0,False,False,False,False,2025-08-04 16:48:27,Monday,16,Apple Mail,True,False,normal,6286
phishing,SYSTEM UPDATE REQUIRED: Download security patch within 10 hours,secure-alfa_bank.fraud,security@fake-alfa_bank.com,fail,63,9,9.0,1,0,0,0.333,0,0,True,.com,18,True,1,True,False,False,False,2025-08-01 00:40:27,Friday,0,Unknown,True,False,high,944
phishing,VIRUS DETECTED: Your computer is infected! Clean immediately,update-standard_chartered_uae.bogus,security@fake-standard_chartered_uae.com,fail,60,8,8.0,1,1,1,0.25,0,0,True,.com,31,True,1,False,False,False,False,2025-06-10 11:50:27,Tuesday,11,Thunderbird,False,False,normal,2630
phishing,"CRYPTO BOOM: Turn ¥5,000,000 into ¥500,000 guaranteed",urgent-shinsei.fraud,security@fake-shinsei.com,fail,53,7,7.0,0,0,0,0.208,2,0,True,.com,16,True,1,True,False,False,False,2025-05-26 09:50:27,Monday,9,Gmail,True,False,normal,1216
legit,Your trading account statement is ready,lombard_odier.de,noreply@lombard_odier.gov,pass,39,6,6.0,1,0,0,0.026,0,0,False,.gov,17,False,1,False,False,False,False,2025-04-15 12:35:27,Tuesday,12,Yahoo Mail,True,False,normal,3396
phishing,"GOLD PREDICTION: Buy at 1888, sell at 2522",alert-halifax.bogus,security@fake-halifax.com,fail,42,8,8.0,0,0,0,0.357,0,0,True,.com,16,True,1,False,False,False,False,2025-08-21 02:04:27,Thursday,2,Gmail,False,False,high,2335
phishing,CRITICAL: Your BPAY account is compromised! Secure now,alert-amp.phish,security@fake-amp.com,fail,54,8,8.0,2,1,1,0.259,0,0,True,.com,12,True,1,True,False,False,False,2025-08-09 12:04:27,Saturday,12,Unknown,False,False,normal,1215
legit,Your Google_Pay PIN has been changed successfully,none,noreply@dbs.edu,pass,49,7,7.0,0,0,0,0.122,0,1,False,.edu,7,False,0,False,False,False,False,2025-06-20 09:28:27,Friday,9,Gmail,True,False,normal,7218
legit,"Dividend of ¥100,000 credited to your account",shanghai_pudong.gov,noreply@shanghai_pudong.de,pass,45,7,7.0,1,0,0,0.022,1,0,True,.de,18,False,1,False,False,False,False,2025-06-08 11:06:27,Sunday,11,Outlook,True,False,low,6875
phishing,"PENSION FUND: Your retirement savings at risk! Transfer ¥2,500,000",urgent-ping_an.suspicious,security@fake-ping_an.com,fail,66,9,9.0,0,0,1,0.197,1,0,True,.com,16,True,1,True,False,False,False,2025-04-18 22:34:27,Friday,22,Outlook,False,True,normal,2926
phishing,FRAUD ALERT: Suspicious activity on Cielo! Secure immediately,verify-votorantim.suspicious,security@fake-votorantim.com,fail,61,8,8.0,4,1,1,0.213,0,0,True,.com,19,True,1,True,False,False,False,2025-07-17 09:12:27,Thursday,9,Unknown,False,False,high,2744
phishing,"IPO OPPORTUNITY: Get 261 shares before public! Pay ₽15,000",urgent-sberbank.bad,security@fake-sberbank.com,fail,58,9,9.0,0,0,1,0.276,1,0,True,.com,17,True,1,True,False,False,False,2025-05-17 23:12:27,Saturday,23,Gmail,True,False,high,884
legit,Portfolio rebalancing completed successfully,cbd.in,noreply@cbd.de,pass,44,4,4.0,0,0,0,0.023,0,0,True,.de,6,False,1,False,False,False,False,2025-09-06 08:50:27,Saturday,8,Outlook,False,True,normal,6585
legit,Security alert: Zip accessed from new device,none,noreply@hsbc_australia.au,pass,44,7,7.0,1,0,0,0.045,0,0,True,.au,17,False,0,False,False,False,False,2025-07-11 09:40:27,Friday,9,Gmail,False,False,low,1687
phishing,FRAUD ALERT: Suspicious activity on Apple_Pay! Secure immediately,secure-laurentian.illegit,security@fake-laurentian.com,fail,65,8,8.0,4,1,1,0.215,0,0,True,.com,19,True,1,False,False,False,False,2025-08-03 02:26:27,Sunday,2,Unknown,False,False,high,1645
legit,Dividend of S$100 credited to your account,bank_of_china_sg.jp,noreply@bank_of_china_sg.fr,pass,42,7,7.0,1,0,0,0.048,1,0,True,.fr,19,False,1,False,False,False,False,2025-08-27 14:23:27,Wednesday,14,Outlook,False,False,normal,7404
legit,Interest of C$500 credited to your CIBC account,cibc.gov,noreply@cibc.com,pass,47,8,8.0,1,0,0,0.128,1,0,False,.com,8,False,1,False,False,False,False,2025-05-13 12:39:27,Tuesday,12,Gmail,True,True,low,5991
phishing,"CSRC AUDIT: Submit documents or face ¥500,000",alert-china_citic.malicious,security@fake-china_citic.com,fail,45,7,7.0,0,0,0,0.222,1,0,True,.com,20,True,1,True,False,False,False,2025-06-24 15:14:27,Tuesday,15,Gmail,False,False,high,1479
phishing,Chrome IS OUTDATED: Update immediately for security,verify-hsbc_australia.fraud,security@fake-hsbc_australia.com,fail,51,7,7.0,2,1,0,0.235,0,0,True,.com,23,True,1,True,False,False,False,2025-07-12 10:55:27,Saturday,10,Unknown,False,False,normal,2196
phishing,IMMIGRATION ALERT: Veterans_Affairs_AU status expired! Renew immediately,alert-amp.bogus,security@fake-amp.com,fail,72,7,7.0,2,1,1,0.292,0,0,True,.com,12,True,1,False,False,False,False,2025-07-12 15:57:27,Saturday,15,Gmail,False,False,low,2589
legit,System maintenance scheduled for 17/1/2025,rhb_singapore.co.uk,noreply@rhb_singapore.edu,pass,42,5,5.0,0,0,0,0.024,0,0,False,.edu,17,False,1,False,False,False,False,2025-07-17 11:05:27,Thursday,11,Gmail,True,True,low,6049
legit,"Fixed deposit of ¥5,000,000 has matured in your Seven_Bank account",seven_bank.gov,noreply@seven_bank.edu,pass,66,10,10.0,1,0,0,0.045,1,0,False,.edu,14,False,1,False,False,False,False,2025-05-26 13:09:27,Monday,13,Outlook,False,True,high,5536
phishing,TECH SUPPORT: Your laptop needs immediate attention,alert-standard_chartered_sg.bad,security@fake-standard_chartered_sg.com,fail,51,7,7.0,1,1,0,0.235,0,0,True,.com,30,True,1,True,False,False,False,2025-06-05 15:26:27,Thursday,15,Unknown,False,False,normal,2069
legit,New investment opportunity matching your risk profile,mashreq.jp,noreply@mashreq.de,pass,53,7,7.0,0,0,0,0.019,0,0,True,.de,10,False,1,False,False,False,False,2025-06-16 13:00:27,Monday,13,Outlook,True,False,normal,2150
phishing,"TAX AUTHORITY: Pay MX$5,000 on Scotiabank_Mexico transactions",update-scotiabank_mexico.bad,security@fake-scotiabank_mexico.com,fail,61,7,7.0,0,0,0,0.279,1,0,True,.com,26,True,1,True,False,False,False,2025-03-21 10:09:27,Friday,10,Outlook,False,True,low,2357
phishing,TAX NOTICE: Pay $500 on Stripe transactions,update-la_banque_postale.bogus,security@fake-la_banque_postale.com,fail,43,7,7.0,0,0,0,0.256,1,0,True,.com,26,True,1,False,False,False,False,2025-03-29 16:06:27,Saturday,16,Outlook,False,False,low,807
legit,Security settings updated successfully,bank_of_china.org,noreply@bank_of_china.fr,pass,38,4,4.0,1,0,0,0.026,0,0,True,.fr,16,False,1,False,False,False,False,2025-08-17 15:00:27,Sunday,15,Apple Mail,True,False,normal,6603
legit,Department_Labour renewal reminder for document ending 5401,none,noreply@firstrand.edu,pass,59,7,7.0,0,0,0,0.034,0,0,False,.edu,13,False,0,False,False,False,False,2025-08-06 09:47:27,Wednesday,9,Gmail,False,True,low,7767
legit,Cheque book request approved for Credit_Mutuel account ****4822,credit_mutuel.jp,noreply@credit_mutuel.jp,pass,63,8,8.0,1,0,0,0.048,0,0,True,.jp,16,False,1,False,False,False,False,2025-05-03 15:43:27,Saturday,15,Outlook,True,True,low,6954
phishing,DVLA SEIZED: Prove ownership within 9 days,urgent-tsb.phish,security@fake-tsb.com,fail,42,7,7.0,0,0,0,0.262,0,0,True,.com,12,True,1,True,False,False,False,2025-05-30 16:05:27,Friday,16,Outlook,False,False,high,1470
legit,African_Bank mobile banking PIN changed successfully,african_bank.jp,noreply@african_bank.de,pass,52,6,6.0,0,0,0,0.096,0,1,True,.de,15,False,1,False,False,False,False,2025-08-03 14:49:27,Sunday,14,Gmail,False,False,high,6358
legit,New features available in Desktop_App,none,noreply@deutsche.au,pass,37,5,5.0,0,0,0,0.081,0,0,True,.au,11,False,0,False,False,False,False,2025-05-30 17:13:27,Friday,17,Outlook,False,True,normal,2603
legit,Your Office license has been renewed,efg.org,noreply@efg.com,pass,36,6,6.0,0,0,0,0.056,0,0,False,.com,7,False,1,False,False,False,False,2025-04-25 10:18:27,Friday,10,Outlook,False,False,normal,3033
legit,"SNAP payment of MX$50,000 has been processed",bbva_mexico.de,noreply@bbva_mexico.au,pass,44,7,7.0,0,0,0,0.136,1,0,True,.au,14,False,1,False,False,False,False,2025-06-25 13:56:27,Wednesday,13,Thunderbird,True,False,normal,4170
legit,"Your investment goal of S$10,000 is 27% complete",rhb_singapore.org,noreply@rhb_singapore.de,pass,48,8,8.0,0,0,0,0.042,1,0,True,.de,16,False,1,False,False,False,False,2025-05-03 12:11:27,Saturday,12,Apple Mail,False,False,low,3993
legit,Security settings updated successfully,banco_do_brasil.jp,noreply@banco_do_brasil.de,pass,38,4,4.0,1,0,0,0.026,0,0,True,.de,18,False,1,False,False,False,False,2025-05-01 10:01:27,Thursday,10,Outlook,True,True,normal,7268
phishing,INVESTMENT OPPORTUNITY: 180% returns guaranteed in 14 days,verify-barclays.fake,security@fake-barclays.com,fail,58,8,8.0,0,0,0,0.362,0,0,True,.com,17,True,1,True,False,False,False,2025-09-01 16:01:27,Monday,16,Outlook,True,False,normal,2954
legit,Security alert: Square accessed from new device,mercantile.de,noreply@mercantile.co.uk,pass,47,7,7.0,1,0,0,0.043,0,0,True,.uk,16,False,1,False,False,False,False,2025-06-29 17:44:27,Sunday,17,Gmail,False,False,normal,3015
legit,"Fixed deposit of CHF1,000 has matured in your Lombard_Odier account",lombard_odier.com,noreply@lombard_odier.co.uk,pass,67,10,10.0,1,0,0,0.09,0,0,True,.uk,19,False,1,False,False,False,False,2025-08-23 08:40:27,Saturday,8,Unknown,True,True,normal,3981
legit,IRS renewal reminder for document ending 8203,banque_cantonale.fr,noreply@banque_cantonale.de,pass,45,7,7.0,0,0,0,0.067,0,0,True,.de,19,False,1,False,False,False,False,2025-06-25 08:49:27,Wednesday,8,Unknown,False,True,normal,3101
phishing,FOREX ALERT: EUR/GBP will crash! Transfer funds immediately,urgent-credit_agricole.bogus,security@fake-credit_agricole.com,fail,59,8,8.0,2,1,1,0.288,0,0,True,.com,24,True,1,False,False,False,False,2025-05-22 03:38:27,Thursday,3,Unknown,False,False,normal,1054
phishing,"GOLD PREDICTION: Buy at 1584, sell at 3675",urgent-la_banque_postale.malicious,security@fake-la_banque_postale.com,fail,42,8,8.0,0,0,0,0.357,0,0,True,.com,26,True,1,True,False,False,False,2025-08-19 15:59:27,Tuesday,15,Unknown,False,False,normal,1444
phishing,"Internal_Revenue NOTICE: Pay R$12,500 penalty immediately",urgent-itau.bogus,security@fake-itau.com,fail,57,6,6.0,1,1,0,0.175,1,0,True,.com,13,True,1,False,False,False,False,2025-04-26 09:09:27,Saturday,9,Outlook,False,False,normal,1065
phishing,FOREX ALERT: USD/JPY will crash! Transfer funds immediately,secure-natwest.suspicious,security@fake-natwest.com,fail,59,8,8.0,2,1,1,0.288,0,0,True,.com,16,True,1,True,False,False,False,2025-08-30 12:19:27,Saturday,12,Unknown,False,False,high,2255
legit,Investment maturity: £200 will mature on 26/11/2024,rbs.edu,noreply@rbs.edu,pass,51,7,7.0,0,0,0,0.02,1,0,False,.edu,7,False,1,False,False,False,False,2025-05-16 11:26:27,Friday,11,Gmail,True,True,normal,7706
